restraunt_name,location,contact,dining_ratings,delivery_ratings,menu_name,menu_description,menu_price,menu_rating
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Ajwain Roti,N/A,20.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Butter Toast,N/A,50.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Aloo Toast,N/A,60.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Grilled Sandwich,N/A,140.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Cheese Corn Sandwich,N/A,139.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,French Fries,N/A,119.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Thigh [3 Pieces] with Chicken Drumstick [3 Pieces],N/A,360.0,4.6
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Thigh [4 Pieces] with Chicken Drumstick [4 Pieces] Combo,Chicken Thigh [4 Pieces] with Chicken Drumstick [4 Pieces],449.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Super Mix Combo,Chicken Thigh [2 Pieces]+Drumstick [2 Pieces]+Wings [2 Pieces],350.0,4.4
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Combo(8 Pcs),Thigh [4 Pieces]+Drumstick [4 Pieces],459.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Onion Kulcha,Onion kulcha are delicious whole wheat flatbreads stuffed with onions and a few ...,60.0,3.6
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Aloo Paratha,"Piping hot crisp wheat flatbreads stuffed with spices, faintly sour mashed potatoes.",80.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Gobi Paratha,Gobi parantha stuffed with flavored cauliflower and vegetables. Usually consumed during breakfast along ...,90.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Mixed Paratha,Methi paratha is a healthy and tasty whole wheat flatbread made with fenugreek ...,80.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Amritsari Kulcha,Amritsari kulcha are delicious whole wheat flatbreads stuffed with vegetables ​and a few ...,90.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Ajwain Butter Roti,N/A,25.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Laccha Paratha,N/A,30.0,4.0
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Pudina Paratha,N/A,40.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Mirchi Paratha,N/A,50.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Peri Peri Fries,N/A,150.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Noodles Burger,N/A,60.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Burger,N/A,70.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Double Tikki Burger,N/A,80.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Cheese Corn Burger,N/A,90.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Maggi,N/A,60.0,4.2
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Hot Deal,Drumstick [4 Pieces]+Thigh [4 Pieces]+Wings [5 Pieces]+Chicken Rice+French Fries [2 Pack]+Coke [2 litre],990.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Veg Roller,N/A,90.0,3.2
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Egg Roller,Tasty and filling wrap loaded with veggies and egg.,100.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Egg Chicken Roller,N/A,130.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Roller,"Mouth melting boneless chicken marinated with curd, cream, cheese and coated with black ...",120.0,4.3
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Steamed Chicken Roller,N/A,150.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Naan,Cheese naan are delicious whole wheat flatbreads stuffed with vegetables ​and a few ...,90.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Naan with Gravy,N/A,195.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Onion Kulcha with Gravy,N/A,185.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Stuffed Kulcha,N/A,85.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Deluxe Thali,Dal+Mix Veg+Rice+Salad+2 Roti+Gulab Jamun [1 Piece],175.0,3.9
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Sweet Corn,N/A,40.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Plain Naan,N/A,35.0,4.5
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Butter Naan,N/A,45.0,4.2
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Garlic Naan,N/A,55.0,4.7
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Missi Roti,N/A,30.0,4.2
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Onion Maggi,N/A,50.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Plain Maggi,N/A,40.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Spicy Masala Maggi,N/A,60.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Pasta,N/A,99.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Macaroni,N/A,99.0,4.4
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,White Sauce Pasta,N/A,150.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Red Sauce Pasta,N/A,150.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Veg Noodles,N/A,150.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Paneer Roller,N/A,110.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Veg Grilled Roller,N/A,110.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Grilled Roller,N/A,140.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Egg Chicken Grilled Roller,N/A,150.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Mayo Dip,N/A,10.0,4.5
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Green Chilli Dip,N/A,10.0,4.6
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Tandoori Dip,N/A,20.0,4.5
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Super Deluxe Thali,Paneer+Dal+Rice+Raita+Salad+2 Butter Roti+Gulab Jamun [1 Piece],225.0,4.4
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Manchow Soup,N/A,95.0,4.7
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Sweet Corn Soup,N/A,95.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Hot N Sour Soup,N/A,95.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Sweet Corn Salt and Pepper,N/A,40.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Sweet Corn Masala,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Sweet Corn Lemon,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Spicy Sweet Corn,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,White Popcorn,N/A,100.0,4.9
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Yellow Popcorn,N/A,110.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,"Butterscotch Brick Ice Cream [1.25 Litre, Serves 5]",The base is made with cream and it has crunchy praline swirled into ...,259.0,4.2
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Chef Special Paratha,[Chef's Special],60.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Cheese Naan,N/A,130.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Cheese Naan with Gravy,N/A,190.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Steamed Rice,N/A,150.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Jeera Rice,N/A,180.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Chef Special Veg Biryani,[Chef's Special],350.0,4.3
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Veg Fried Rice,N/A,240.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Hakka Noodles,N/A,150.0,-1
AR Vegetarian Dhaba,"Phagwara Locality, Phagwara",9501793127,3.9,4.3,Chilli Garlic Noodles,N/A,180.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Cheesy Dip,N/A,20.0,4.3
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Veg Rice [1 Bowl] with 1 Coke Soft Beverage [250 ml],N/A,145.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Rice [1 Bowl] with 1 Coke Soft Beverage [250 ml],N/A,165.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Steamed Chicken Rice [1 Bowl] with 1 Coke Soft Beverage [250 ml],N/A,195.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Rice with Fried Chicken Drumstick and 1 Coke Soft Beverage [250 ml],N/A,165.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cream of Tomato Soup,N/A,95.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cream of Mushroom Soup,N/A,95.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cream of Veg Soup,N/A,95.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Clear Soup,N/A,95.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cucumber Salad,N/A,100.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Green Salad,N/A,105.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Kachumber Salad,N/A,105.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Finger Salad,N/A,105.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Masala Popcorn,N/A,120.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Peri Peri Popcorn,N/A,130.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Tandoori Popcorn,N/A,150.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Simple Maggi,N/A,40.0,-1
Radhe Shyam Pharhganj Chhole Bhature,"Phagwara Locality, Phagwara",9653278031,-1,4.3,Chole Bhature [ 1 Plate],"It is a combination of chana masala and bhatura, a fried bread made ...",60.0,4.4
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,"Choco Chip Dip Brick Ice Cream [1.25 Litre, Serves 5]","This chocolate chip ice cream is a continental recipe made with milk, brown ...",259.0,3.5
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Classic Vanilla Brick Ice Cream [1250 Ml],"Vanilla ice cream is a sweet  dessert made from milk, cream, sugar, and ...",259.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,"Exotic Pineapple Brick Ice Cream [1.25 Litre, Serves 5]","Heavy whipping cream and one can of condensed milk, once frozen, make for ...",259.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Mango Brick Ice Cream [1.25 Litre],Mango ice cream is a creamy and delicious frozen dessert.,259.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Strawberry Brick Ice Cream [1250 Ml],Strawberry ice cream is a flavor of ice cream made with strawberry or ...,259.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,"Tutti Frutti Brick Ice Cream [1.25 Litre, Serves 5]","This delicious vintage flavor is full of tropical fruit flavors like banana, pineapple, ...",259.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Special Dry Fruit Ice Cream,Our special dry fruit ice cream blend of ry fruit and milk cream ...,299.0,4.0
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Special Meal,Dal Makhani+3 Butter Roti+Sirka Pyaaz,120.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Veg Noodles,N/A,220.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Mushroom and Paneer Noodles,N/A,260.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Veg Hakka Noodles,N/A,240.0,2.8
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Chilli Garlic Noodles,N/A,240.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Rice with Grilled Drumstick [1 Piece] and 1 Coke Soft Beverage [250 ml],N/A,170.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Veg Rice Bowl,Veggie stick with vegetable rice.,120.0,3.7
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Rice Bowl,Chicken pop corn with rice.,140.0,4.2
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Steamed Chicken Rice Bowl,Steam chicken with rice.,170.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Chicken Drumstick [1 Piece] with Rice Bowl,N/A,150.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Russian Salad,N/A,165.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Seekh Kabab,N/A,220.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Tandoori Gobi,N/A,205.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Seekh Kabab,N/A,250.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Aloo Sialkoti,"Potatoes stuffed with cheese, dry fruit and roasted in tandoori.",230.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Mushroom Tikka,N/A,270.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Mushroom Malai Tikka,N/A,305.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Veggie Maggi,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Masala Maggi,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Sweet Corn Maggi,N/A,50.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Tandoori Maggi,N/A,60.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Spicy Veggie Maggi,N/A,60.0,-1
The Popcorn,"Phagwara Locality, Phagwara",8054548010,-1,4.4,Special Maggi,N/A,80.0,-1
Radhe Shyam Pharhganj Chhole Bhature,"Phagwara Locality, Phagwara",9653278031,-1,4.3,Chana [1 Plate],Gently cooked chickpeas sauteed in a curry with special blend of herbs and ...,50.0,4.5
Radhe Shyam Pharhganj Chhole Bhature,"Phagwara Locality, Phagwara",9653278031,-1,4.3,Aloo Pyaaz Naan,Aloo pyaaz naan are delicious whole wheat flatbreads stuffed with vegetables ​and a ...,75.0,4.4
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,American Nuts Ice Cream [Family Pack],"A perfect combination of pineapple ripple, chocolate chips, creamy ice cream made with ...",299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Banarsi Pan Ice Cream [Family Pack],Embark on a culinary journey to the heart of Banaras with our Banarsi ...,299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Bubble Gum Ice Cream [Family Pack],"Our chefs have artfully crafted this unique ice cream, infusing it with the ...",299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Charcoal Ice Cream,Detox your body. contain real activated charcoal,349.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Kaju Pista Ice Cream [Family Pack],A delightful blend of cashews and pistachios in every bite. Made with premium ...,299.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Tomato Soup,N/A,110.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Sweet Corn Soup,N/A,120.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Hot and Sour Soup,N/A,110.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Manchow Soup,N/A,100.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Chicken Soup,N/A,120.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Chicken Manchow Soup,N/A,130.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Farm Fresh Salad,"Lettuce, tomatoes, red capsicum, green capsicum, cucumber, broccoli, onion, carrot, honey mustard mayo ...",120.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Panjiri,N/A,375.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Cheese Corn Roll,N/A,200.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Crispy Corn,N/A,280.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,French Fries,N/A,150.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Masala Fries,N/A,180.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Curry Rice Bowl,N/A,220.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Grilled Drumstick [1 Pieces] with Rice,N/A,150.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Mojito Drink,N/A,50.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Tikka,N/A,280.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Tikka Achari,N/A,290.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Tikka Hariyali,N/A,290.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Sofia Cheese Tikka,N/A,290.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Oreo Family Pack Ice Cream,An easy and simple refreshing ice cream recipe made with just 3 ingredients ...,299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Raj Bhog Ice Cream [Family Pack],Experience the regal allure of Indian cuisine with our Royal Raj Bhog Delight ...,299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Traffic Jam,"14 Different flavours of ice cream like butterscotch, vanilla and chocolate etc.",299.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Anjeer Kulfi,[Sugar Free].,75.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Blackcurrant Kulfi,"Blackcurrant kulfi made with simple ingredients with dried milk solids, nuts and black ...",65.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Paneer Tikka Salad,"Smoky Paneer, tomato, lettuce, red capsicum, green capsicum, cucumber, honey mustard mayo and ...",230.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Russian Salad,"Potatoes, carrot, chickpeas, beans, fruit cocktail pineapple cubes, mayo and 
pepper.",200.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Grilled Chicken Salad,"Grilled Chicken, lettuce,Tomato, red capsicum, green capsicum, cucumber, honey mustard mayo and seasoning.",260.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Chocolate Cake,N/A,500.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Vanilla Cake,N/A,500.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Strawberry Cake,N/A,500.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Cheese Fingers,N/A,320.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Onion Kulcha,N/A,90.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Onion Kulcha with Gravy,N/A,130.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Lemon Masala drink,N/A,50.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Vanilla Blue Drink,N/A,50.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Green Apple Drink,N/A,50.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Strawberry Drink,N/A,50.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Cheese Malai Tikka,N/A,290.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Butterscotch Kulfi,"Creamy kulfi infused with caramelized sugar, milk, cream and flavored with warm notes ...",75.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Chocolate Kulfi,"Chocolate kulfi recipe made with whole milk, sweetened condensed milk, cocoa powder and ...",65.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Fresh Strawberry Kulfi,"Strawberry kulfi is a yummy, cool bar made by freezing simmered milk blend ...",65.0,-1
Lakshmi Refreshment,"Phagwara Locality, Phagwara",9888619458,-1,4.1,Jamun Kulfi,[Sugar Free].,75.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Special Meal,Dal Makhani+3 Butter Roti+Sirka Pyaaz,120.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Paneer Tikka,N/A,299.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Paneer Malai Tikka,N/A,260.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Paneer Hariyali Tikka,N/A,240.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Veg Seekh Kebab,N/A,250.0,-1
Top 20 Restaurant,"Phagwara Locality, Phagwara",8968620751,3.6,4.0,Tandoori Chaap,N/A,220.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Pastry [1 Piece],N/A,62.0,-1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Paneer Patties,N/A,40.0,4.2
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Garam Jamun [1 Piece],N/A,30.0,4.1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Aloo Patties,N/A,30.0,4.1
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Veg Sandwich,N/A,30.0,3.6
Sudhir Sweets,"Phagwara Locality, Phagwara",9780568098,-1,4.3,Paneer Sandwich,N/A,62.0,2.2
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Peanut Masala,N/A,150.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Veg Bullets,N/A,300.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Pineapple Raita,N/A,160.0,-1
Baba's Veg Express,"Phagwara Locality, Phagwara",9815625257,-1,3.8,Mix Raita,N/A,150.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Coke Soft Beverage [250 ml],Coke soft beverage.,30.0,4.2
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Thums Up Soft Beverage [250 ml],N/A,30.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Mango Shake,N/A,110.0,4.3
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Strawberry Shake,N/A,110.0,-1
ASF - American Style Fried,"Phagwara Locality, Phagwara",7973433003,3.8,4.2,Frappe Mix Shake,N/A,110.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Mushroom Stuffed Tikka,N/A,310.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,French Fries,N/A,140.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Spring Roll,N/A,205.0,4.4
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Cutlet,N/A,210.0,4.1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Bullets,N/A,220.0,-1
Khana Khazana,"Phagwara Locality, Phagwara",7837403636,4.1,4.1,Veg Cocktail Kabab [8 Pieces],N/A,220.0,-1
